customer_id,first_name,last_name,phone,email,street,city,state,zip_code
,Roseanne,Maynard,,roseanne.maynard@yahoo.com,219 Old Paris Hill Dr. ,Euless,TX,76039
,Corinna,Adams,,corinna.adams@msn.com,38 Trenton Court ,Rosedale,NY,11422
,Kellye,Campbell,,kellye.campbell@gmail.com,75 Marsh St. ,Baldwinsville,NY,13027
,Erna,Sloan,,erna.sloan@aol.com,9449 Fifth Avenue ,Howard Beach,NY,11414
,Carolann,Russell,,carolann.russell@hotmail.com,9308 Selby Ave. ,Glen Cove,NY,11542
,Gilbert,Calhoun,,gilbert.calhoun@msn.com,7339 Summer Drive ,East Elmhurst,NY,11369
,Manie,Maxwell,,manie.maxwell@gmail.com,85 Brickell Ave. ,Ronkonkoma,NY,11779
,Giselle,Robles,,giselle.robles@hotmail.com,9747 N. El Dorado Dr. ,San Angelo,TX,76901
,Tessie,Farmer,,tessie.farmer@msn.com,870 Cottage Ave. ,Plattsburgh,NY,12901
,Felica,Munoz,,felica.munoz@aol.com,24 West Rockwell Dr. ,South Ozone Park,NY,11420
,Kathyrn,Bush,,kathyrn.bush@gmail.com,90 Devon St. ,Bronx,NY,10451
,Sylvester,Chan,,sylvester.chan@hotmail.com,659 Arcadia Street ,Rocklin,CA,95677
,Lizette,Ellison,,lizette.ellison@hotmail.com,865 Sunbeam Street ,Port Washington,NY,11050
,Ernestina,Skinner,,ernestina.skinner@hotmail.com,52 Spring Drive ,Elmhurst,NY,11373
,Phyllis,Hill,,phyllis.hill@yahoo.com,576 Devon Ave. ,Syosset,NY,11791
,Stephanie,Browning,,stephanie.browning@yahoo.com,9156 Lantern St. ,Rowlett,TX,75088
,Arlena,Buckner,,arlena.buckner@hotmail.com,629 Locust Ave. ,New Hyde Park,NY,11040
,Lezlie,Thompson,,lezlie.thompson@yahoo.com,73 Vernon St. ,Freeport,NY,11520
,Brittney,Rojas,,brittney.rojas@aol.com,2 E. Overlook Ave. ,Kingston,NY,12401
,Phylis,Adkins,(212) 325-9145,phylis.adkins@msn.com,7781 James Ave. ,New York,NY,10002
,Lean,Stark,,lean.stark@msn.com,215 Old Pumpkin Hill St. ,Upland,CA,91784
,Lara,Guy,,lara.guy@aol.com,9809 E. Walnut Drive ,Ronkonkoma,NY,11779
,Inga,Koch,,inga.koch@msn.com,8445 South New Court ,New Windsor,NY,12553
,Klara,Kim,,klara.kim@gmail.com,9660 Sherman Lane ,Rome,NY,13440
,Julianne,Shannon,,julianne.shannon@hotmail.com,28 Applegate Street ,Sugar Land,TX,77478
,Loni,Mullen,,loni.mullen@msn.com,55 Thompson Avenue ,South Ozone Park,NY,11420
,Olympia,Figueroa,,olympia.figueroa@hotmail.com,587 Surrey St. ,Hopewell Junction,NY,12533
,Mellie,Puckett,,mellie.puckett@yahoo.com,64 Van Dyke St. ,Fresh Meadows,NY,11365
,Shonta,Preston,,shonta.preston@msn.com,74 Division St. ,Utica,NY,13501
,Lore,Sykes,(716) 382-5169,lore.sykes@aol.com,7050 Beach Drive ,Buffalo,NY,14215
,Julia,Joyner,,julia.joyner@msn.com,2 Valley View Dr. ,Astoria,NY,11102
,Lynwood,Jackson,,lynwood.jackson@aol.com,9449 Linda Street ,Longview,TX,75604
,Rosalva,Hamilton,,rosalva.hamilton@aol.com,9883 Cedar Dr. ,Campbell,CA,95008
,Domingo,Casey,(408) 761-9212,domingo.casey@msn.com,8665 Cypress Street ,San Jose,CA,95127
,Rodrigo,Durham,,rodrigo.durham@aol.com,82 Old Church Road ,Richmond Hill,NY,11418
,Dwain,Carlson,,dwain.carlson@gmail.com,951 North Trusel Ave. ,Smithtown,NY,11787
,Erlinda,Humphrey,,erlinda.humphrey@hotmail.com,532 South Victoria St. ,New Windsor,NY,12553
,Silas,Tate,(361) 219-2149,silas.tate@yahoo.com,9754 53rd Court ,Corpus Christi,TX,78418
,Patience,Clayton,,patience.clayton@hotmail.com,68 Chestnut Dr. ,Niagara Falls,NY,14304
,Mila,Good,,mila.good@yahoo.com,812 East Longbranch Ave. ,Plattsburgh,NY,12901
,Tanesha,Sawyer,,tanesha.sawyer@aol.com,9B Kingston Lane ,Rosedale,NY,11422
,Onita,Macdonald,,onita.macdonald@yahoo.com,94 Wood St. ,Glen Cove,NY,11542
,Janine,Manning,,janine.manning@gmail.com,9118B Campfire St. ,Howard Beach,NY,11414
,Melodie,Melton,,melodie.melton@yahoo.com,12 S. 8th Road ,Smithtown,NY,11787
,Ethelyn,Ray,,ethelyn.ray@yahoo.com,80 South Sutor Lane ,Garden City,NY,11530
,Phebe,Turner,,phebe.turner@aol.com,4 West York Street ,Sunnyside,NY,11104
,Chloe,Patel,,chloe.patel@yahoo.com,407 Homewood Street ,Santa Monica,CA,90403
,Hilda,Harvey,,hilda.harvey@gmail.com,9808 W. Cleveland Ave. ,Ballston Spa,NY,12020
,Gilberte,Duke,(915) 903-7860,gilberte.duke@gmail.com,12 Birchwood Dr. ,El Paso,TX,79930
,Willian,Hardin,,willian.hardin@msn.com,836 West Street ,Oswego,NY,13126
,Janna,Hayden,,janna.hayden@msn.com,32 Hilldale Street ,Longview,TX,75604
,Letisha,May,,letisha.may@yahoo.com,9965 Princeton Lane ,North Tonawanda,NY,14120
,Graig,Cannon,,graig.cannon@gmail.com,36 Oklahoma Ave. ,Syosset,NY,11791
,Coleen,Navarro,,coleen.navarro@aol.com,990 Broad Rd. ,Webster,NY,14580
,Lucilla,Williams,,lucilla.williams@hotmail.com,42 Cedar Street ,San Carlos,CA,94070
,Rosanne,George,,rosanne.george@yahoo.com,38 Pleasant St. ,Ossining,NY,10562
,Ashlie,Parrish,,ashlie.parrish@hotmail.com,48 Mill Drive ,Monsey,NY,10952
,Alissa,Craft,,alissa.craft@hotmail.com,249 Maple Street ,Ossining,NY,10562
,Letty,Cobb,,letty.cobb@msn.com,8652 Wellington Street ,Depew,NY,14043
,Nathaniel,Richard,,nathaniel.richard@gmail.com,3 Nicolls Lane ,New Windsor,NY,12553
,Elaina,Key,,elaina.key@msn.com,1 Main St. ,Plainview,NY,11803
,Stefani,Gamble,(845) 724-2996,stefani.gamble@aol.com,9119 W. Victoria St. ,New City,NY,10956
,Bettyann,Acosta,(717) 746-6658,bettyann.acosta@gmail.com,7949 Chapel St. ,Lancaster,NY,14086
,Crysta,Velez,(281) 529-3469,crysta.velez@yahoo.com,64 South Front Street ,Houston,TX,77016
,Carisa,Carpenter,,carisa.carpenter@hotmail.com,551 Belmont Lane ,Victoria,TX,77904
,Jule,Davenport,,jule.davenport@aol.com,19 River St. ,San Carlos,CA,94070
,Lonna,Franks,,lonna.franks@yahoo.com,667 Brickyard Street ,Ontario,CA,91762
,Elease,Dejesus,,elease.dejesus@gmail.com,7800 Magnolia Street ,Oswego,NY,13126
,Maira,Long,,maira.long@msn.com,7587 Bear Hill Street ,Hicksville,NY,11801
,Jana,Thomas,(408) 624-8137,jana.thomas@yahoo.com,283 E. Spring Dr. ,San Jose,CA,95127
,Hae,Ramirez,,hae.ramirez@hotmail.com,9367 Lake Street ,Baldwinsville,NY,13027
,Erik,Leblanc,,erik.leblanc@aol.com,7 East Nut Swamp Street ,Sugar Land,TX,77478
,Daina,Sampson,,daina.sampson@msn.com,556 Wellington St. ,Longview,TX,75604
,Delmar,Wise,,delmar.wise@yahoo.com,8355 Kingston Avenue ,Lockport,NY,14094
,Alita,Salinas,,alita.salinas@hotmail.com,8550 Bear Hill Ave. ,Uniondale,NY,11553
,Elenore,William,,elenore.william@msn.com,23 Rockland St. ,Mcallen,TX,78501
,Nikita,Roy,,nikita.roy@aol.com,9703 N. Snake Hill St. ,Pittsford,NY,14534
,Inocencia,Key,,inocencia.key@hotmail.com,36 Wild Rose Ave. ,Massapequa Park,NY,11762
,Liliana,Kerr,,liliana.kerr@yahoo.com,3 Cherry Drive ,Desoto,TX,75115
,Hortencia,O'neil,,hortencia.o'neil@hotmail.com,1 Gulf Rd. ,Rockville Centre,NY,11570
,Beryl,Bennett,(916) 422-6956,beryl.bennett@aol.com,9563 Edgemont St. ,Sacramento,CA,95820
,Alishia,Elliott,,alishia.elliott@aol.com,8905 Courtland Ave. ,Mount Vernon,NY,10550
,Vernia,Madden,(248) 206-3697,vernia.madden@aol.com,5 Iroquois Street ,Troy,NY,12180
,Kristel,Bullock,,kristel.bullock@yahoo.com,7292 Armstrong Drive ,Smithtown,NY,11787
,Ruthanne,Hoover,,ruthanne.hoover@aol.com,835 Paris Hill Road ,Torrance,CA,90505
,James,Robles,,james.robles@aol.com,9 Chapel Lane ,North Tonawanda,NY,14120
,Evelin,Vargas,,evelin.vargas@msn.com,7049 Pin Oak Ave. ,Webster,NY,14580
,Elvia,Cardenas,,elvia.cardenas@hotmail.com,8 Paris Hill St. ,Massapequa,NY,11758
,Randee,Pitts,,randee.pitts@msn.com,7371B Essex Street ,Canyon Country,CA,91387
,Lea,Irwin,,lea.irwin@gmail.com,845 Adams Lane ,New Windsor,NY,12553
,Bryce,Monroe,,bryce.monroe@aol.com,52 Cooper Lane ,Kingston,NY,12401
,Katina,Mcintosh,(661) 464-1523,katina.mcintosh@yahoo.com,263 Swanson Dr. ,Bakersfield,CA,93306
,Guillermo,Hart,(212) 652-7198,guillermo.hart@hotmail.com,81 Indian Summer Drive ,New York,NY,10002
,Joann,Barber,,joann.barber@gmail.com,8945 Courtland Street ,Santa Monica,CA,90403
,Thurman,Ellis,,thurman.ellis@gmail.com,20 Augusta Road ,Pleasanton,CA,94566
,Delana,Wagner,,delana.wagner@aol.com,8499 Mill Pond Road ,Clifton Park,NY,12065
,Porter,Bass,,porter.bass@hotmail.com,370 North Alderwood Dr. ,San Angelo,TX,76901
,Yvonne,Bean,,yvonne.bean@yahoo.com,20 W. Marsh Ave. ,Wappingers Falls,NY,12590
,Lurline,Rivers,,lurline.rivers@msn.com,69 Pine Street ,Howard Beach,NY,11414
,Ocie,Slater,,ocie.slater@msn.com,7799 W. Bohemia Dr. ,Hamburg,NY,14075
,Genevie,Miles,,genevie.miles@aol.com,45 West Sulphur Springs Ave. ,Monroe,NY,10950
,Sherilyn,Wilcox,,sherilyn.wilcox@gmail.com,905 North Buckingham Lane ,Ossining,NY,10562
,Aida,Koch,,aida.koch@gmail.com,9778 3rd Drive ,West Hempstead,NY,11552
,Emory,O'connor,(507) 606-2192,emory.o'connor@gmail.com,34 Foxrun Street ,Rochester,NY,14606
,Maximina,Hutchinson,(361) 164-3098,maximina.hutchinson@hotmail.com,53 Stillwater Avenue ,Corpus Christi,TX,78418
,Marina,Hinton,,marina.hinton@yahoo.com,7440 North Oxford St. ,Encino,CA,91316
,Danyell,Dickerson,,danyell.dickerson@msn.com,8306 Fieldstone Dr. ,Central Islip,NY,11722
,Davis,Long,(717) 653-1755,davis.long@msn.com,929 Elmwood Dr. ,Lancaster,NY,14086
,Lynn,Mcmahon,,lynn.mcmahon@msn.com,9 Surrey St. ,Scarsdale,NY,10583
,Tonja,Henderson,,tonja.henderson@aol.com,82 Alton St. ,Scarsdale,NY,10583
,Krissy,Ochoa,,krissy.ochoa@msn.com,80 Queen Ave. ,Port Washington,NY,11050
,Angella,Bridges,,angella.bridges@yahoo.com,8708 Sycamore St. ,Pittsford,NY,14534
,Angele,Castro,,angele.castro@yahoo.com,15 Acacia Drive ,Palos Verdes Peninsula,CA,90274
,Siobhan,Lang,,siobhan.lang@gmail.com,3 Monroe Lane ,Levittown,NY,11756
,Venessa,Frost,,venessa.frost@msn.com,621 West School Rd. ,Scarsdale,NY,10583
,Verna,Solis,(507) 115-1633,verna.solis@yahoo.com,7 Lincoln Lane ,Rochester,NY,14606
,Steve,Bender,,steve.bender@gmail.com,908 N. Pennington Dr. ,Scarsdale,NY,10583
,Aileen,Marquez,,aileen.marquez@msn.com,8899 Newbridge Street ,Torrance,CA,90505
,Kattie,Stevenson,,kattie.stevenson@aol.com,52 Carson Street ,Helotes,TX,78023
,Hassan,Nash,,hassan.nash@yahoo.com,8105 University Lane ,Hicksville,NY,11801
,Delfina,Gilliam,,delfina.gilliam@hotmail.com,9463 Bayberry Rd. ,West Babylon,NY,11704
,Venus,Hewitt,,venus.hewitt@msn.com,9835 Old Cemetery Lane ,Farmingdale,NY,11735
,Stephen,Vega,(657) 288-3778,stephen.vega@msn.com,5 Briarwood St. ,Anaheim,CA,92806
,Ciera,Koch,,ciera.koch@gmail.com,881 Lawrence Drive ,Euless,TX,76039
,Christel,Barber,(916) 679-3547,christel.barber@hotmail.com,320 Briarwood Lane ,Sacramento,CA,95820
,Arline,Lawson,(516) 792-3395,arline.lawson@gmail.com,48 Whitemarsh Lane ,Hempstead,NY,11550
,Iva,Wilcox,,iva.wilcox@aol.com,452 South Mayflower Drive ,Kingston,NY,12401
,Maple,Griffin,,maple.griffin@gmail.com,20 Glendale Drive ,Copperas Cove,TX,76522
,Anisha,Lang,,anisha.lang@aol.com,265 Peachtree St. ,Rome,NY,13440
,Brent,Calderon,(361) 981-8725,brent.calderon@aol.com,3 Thomas St. ,Corpus Christi,TX,78418
,Margit,Osborn,,margit.osborn@yahoo.com,909 Gulf Drive ,Plainview,NY,11803
,Novella,Patel,,novella.patel@gmail.com,500 Livingston Street ,Glen Cove,NY,11542
,Laurette,Hebert,,laurette.hebert@msn.com,18 South Constitution Court ,Canandaigua,NY,14424
,Jonna,Brown,,jonna.brown@aol.com,1 Spring Drive ,Mahopac,NY,10541
,Jennell,Solis,(507) 421-7354,jennell.solis@hotmail.com,194 2nd Rd. ,Rochester,NY,14606
,Ruth,Horton,,ruth.horton@gmail.com,488 Mulberry Ave. ,Hollis,NY,11423
,Samual,Warner,(631) 151-4988,samual.warner@gmail.com,8735 Thatcher Dr. ,Brentwood,NY,11717
,Damian,Mills,(562) 924-3079,damian.mills@yahoo.com,7747 Elm Dr. ,Long Beach,NY,11561
,Margaretta,Clayton,,margaretta.clayton@yahoo.com,524 San Pablo Ave. ,Ridgecrest,CA,93555
,Marcell,Barrett,,marcell.barrett@gmail.com,266 Elm Drive ,Astoria,NY,11102
,Annis,Sanchez,(424) 352-6275,annis.sanchez@aol.com,4 Edgewater Road ,Los Angeles,CA,90008
,Ayanna,Cherry,,ayanna.cherry@yahoo.com,8829 Galvin Rd. ,Smithtown,NY,11787
,Barton,Cox,,barton.cox@yahoo.com,8220 Creekside Street ,Amityville,NY,11701
,Diana,Reyes,,diana.reyes@msn.com,7415 Annadale St. ,Bronx,NY,10451
,Ingeborg,Ellison,,ingeborg.ellison@yahoo.com,360 Trusel St. ,Ithaca,NY,14850
,Carter,Booth,,carter.booth@msn.com,82 Beech Drive ,Port Chester,NY,10573
,Christel,Cardenas,(562) 342-8083,christel.cardenas@aol.com,428 S. Swanson Drive ,Long Beach,NY,11561
,Orval,Hunter,,orval.hunter@aol.com,35 Wagon Drive ,San Angelo,TX,76901
,Marguerite,Berger,,marguerite.berger@aol.com,875 Arch Lane ,Fullerton,CA,92831
,Ivette,Warren,,ivette.warren@gmail.com,8408 Thomas Street ,Franklin Square,NY,11010
,Milagros,Weber,,milagros.weber@hotmail.com,7591 Glendale Ave. ,Harlingen,TX,78552
,Marcel,Lindsay,,marcel.lindsay@hotmail.com,249 Peninsula St. ,Ossining,NY,10562
,Louis,Powell,,louis.powell@aol.com,368 Sugar Rd. ,Staten Island,NY,10301
,Vanda,Holmes,,vanda.holmes@aol.com,9835 Wild Rose Drive ,Syosset,NY,11791
,Loreen,Byers,,loreen.byers@yahoo.com,83 S. Rockledge Circle ,South Ozone Park,NY,11420
,Casimira,Chapman,,casimira.chapman@yahoo.com,67 Snake Hill St. ,Monroe,NY,10950
,Brigida,Larson,,brigida.larson@hotmail.com,8789 Sycamore Lane ,Canyon Country,CA,91387
,Chere,Alston,,chere.alston@gmail.com,16 Lower River Street ,Patchogue,NY,11772
,Giovanna,Jefferson,,giovanna.jefferson@gmail.com,9394 Riverside St. ,Ridgecrest,CA,93555
,Demarcus,Reese,,demarcus.reese@gmail.com,8087 Armstrong Dr. ,Yorktown Heights,NY,10598
,Amina,Salazar,,amina.salazar@aol.com,944 Wellington Street ,Canandaigua,NY,14424
,Serafina,Clemons,,serafina.clemons@gmail.com,851 Brown Ave. ,Shirley,NY,11967
,Trinidad,Mcclain,,trinidad.mcclain@msn.com,98 Tunnel Drive ,Baldwin,NY,11510
,Heather,Chaney,,heather.chaney@yahoo.com,4 Morris Dr. ,Jamestown,NY,14701
,Latoya,Johns,,latoya.johns@hotmail.com,7914 W. Woodsman St. ,Ballston Spa,NY,12020
,Shiloh,Reeves,,shiloh.reeves@msn.com,818 Kirkland Lane ,West Babylon,NY,11704
,Lee,Roman,(631) 913-6967,lee.roman@gmail.com,4 Canal Ave. ,Brentwood,NY,11717
,Cami,Williamson,,cami.williamson@hotmail.com,9511A Windsor Drive ,Massapequa,NY,11758
,Sharell,Ross,,sharell.ross@msn.com,7830 Devonshire Ave. ,Vista,CA,92083
,Jerald,Blackwell,,jerald.blackwell@hotmail.com,8364 South Wakehurst Ave. ,East Elmhurst,NY,11369
,Ruthanne,Franco,,ruthanne.franco@yahoo.com,61 Applegate St. ,Astoria,NY,11102
,Marjory,Leonard,,marjory.leonard@msn.com,800 Greystone Lane ,Apple Valley,CA,92307
,Jimmy,Russell,,jimmy.russell@hotmail.com,33 Iroquois Ave. ,Howard Beach,NY,11414
,Berneice,Pollard,,berneice.pollard@hotmail.com,607 Bohemia Street ,Forney,TX,75126
,Deangelo,Cooley,,deangelo.cooley@aol.com,3 NE. Edgewood Rd. ,Rosedale,NY,11422
,Katia,Henry,,katia.henry@msn.com,69 E. Columbia Ave. ,Bethpage,NY,11714
,Sebrina,Gross,,sebrina.gross@yahoo.com,993 Glendale Drive ,Garland,TX,75043
,Josephine,Dale,,josephine.dale@aol.com,8214 West Drive ,Baldwinsville,NY,13027
,Alma,Peck,,alma.peck@aol.com,298 South Bay Meadows Drive ,Corona,NY,11368
,Ling,Newman,,ling.newman@msn.com,832 Spring Road ,South Richmond Hill,NY,11419
,Nichelle,Rosario,,nichelle.rosario@hotmail.com,709 Dunbar Ave. ,Garden City,NY,11530
,Shenna,Benton,(212) 578-2912,shenna.benton@msn.com,57 Shadow Brook Road ,New York,NY,10002
,Philip,Bryan,(510) 533-4262,philip.bryan@hotmail.com,914 Devonshire Court ,Oakland,CA,94603
,Carita,Salinas,,carita.salinas@yahoo.com,90 Griffin Street ,Maspeth,NY,11378
,Janie,Herrera,,janie.herrera@gmail.com,652 Westport Street ,Elmhurst,NY,11373
,Lorraine,Marks,,lorraine.marks@msn.com,160 North Pearl Street ,San Carlos,CA,94070
,Nicolas,Carlson,,nicolas.carlson@yahoo.com,7899 Spruce Street ,Saint Albans,NY,11412
,Hye,Mercer,,hye.mercer@gmail.com,9681 Redwood St. ,Mahopac,NY,10541
,Adena,Blake,,adena.blake@hotmail.com,684 Westport Drive ,Ballston Spa,NY,12020
,Coleman,Boyd,(915) 607-6336,coleman.boyd@yahoo.com,9740 Bay Meadows Drive ,El Paso,TX,79930
,Daphine,Willis,,daphine.willis@msn.com,152 Shady St. ,Farmingdale,NY,11735
,Jenine,Dawson,,jenine.dawson@msn.com,17 Park Street ,Endicott,NY,13760
,Shanita,Wiley,,shanita.wiley@yahoo.com,121 Bridge Lane ,Saint Albans,NY,11412
,Shanna,Bonner,,shanna.bonner@msn.com,386 Lafayette Road ,Canandaigua,NY,14424
,Ping,Quinn,,ping.quinn@gmail.com,9051 Hanover Dr. ,Rowlett,TX,75088
,Saran,Moses,,saran.moses@yahoo.com,94 Hall Dr. ,Brooklyn,NY,11201
,Tonja,Bean,,tonja.bean@aol.com,9 Middle River St. ,Fairport,NY,14450
,Vernon,Knowles,,vernon.knowles@yahoo.com,5 Olive Lane ,Huntington Station,NY,11746
,Jeannette,Skinner,,jeannette.skinner@yahoo.com,8886 High Point Drive ,Forest Hills,NY,11375
,Rico,Salas,,rico.salas@msn.com,8041 Walt Whitman St. ,Centereach,NY,11720
,Tangela,Hurley,,tangela.hurley@msn.com,49 North Cross St. ,Campbell,CA,95008
,Randee,Lester,,randee.lester@gmail.com,81 Bear Hill Street ,Centereach,NY,11720
,Ashanti,Hammond,,ashanti.hammond@msn.com,9202 W. Lyme Ave. ,Nanuet,NY,10954
,Garry,Juarez,,garry.juarez@hotmail.com,670 Nut Swamp Drive ,Forest Hills,NY,11375
,Bee,Baker,,bee.baker@aol.com,307 E. Magnolia St. ,Liverpool,NY,13090
,Shantae,Hammond,,shantae.hammond@hotmail.com,526 Harvard Drive ,Victoria,TX,77904
,Bettye,Espinoza,,bettye.espinoza@yahoo.com,76 Rockwell Street ,Oswego,NY,13126
,Larissa,Hays,,larissa.hays@aol.com,66 2nd Drive ,Elmont,NY,11003
,Diane,Jones,,diane.jones@gmail.com,859 Prince St. ,Fresh Meadows,NY,11365
,Zenia,Bruce,,zenia.bruce@aol.com,349 James Road ,Rosedale,NY,11422
,Pasquale,Hogan,,pasquale.hogan@aol.com,403 Bank St. ,Vista,CA,92083
,Dane,Mcdaniel,,dane.mcdaniel@hotmail.com,891 Court Ave. ,Canandaigua,NY,14424
,Jamaal,Baker,,jamaal.baker@hotmail.com,186 Big Rock Cove Ave. ,Elmhurst,NY,11373
,Ji,Burt,,ji.burt@hotmail.com,40 S. Roberts Street ,Apple Valley,CA,92307
,Marcelino,Mcbride,,marcelino.mcbride@hotmail.com,29 Oxford Ave. ,Clifton Park,NY,12065
,Rozella,Fitzgerald,,rozella.fitzgerald@yahoo.com,7795 Myers Ave. ,Shirley,NY,11967
,Tonisha,Fowler,,tonisha.fowler@msn.com,9270 Valley View Lane ,Huntington Station,NY,11746
,Zora,Ford,(916) 192-3196,zora.ford@gmail.com,7416 La Sierra Dr. ,Sacramento,CA,95820
,Parthenia,Figueroa,,parthenia.figueroa@msn.com,550 Theatre Dr. ,Mahopac,NY,10541
,Arielle,Levine,,arielle.levine@yahoo.com,7100 High Ridge St. ,Garland,TX,75043
,Hildegarde,Christensen,,hildegarde.christensen@hotmail.com,488 East Mill Pond Ave. ,Maspeth,NY,11378
,Rebbecca,Espinoza,,rebbecca.espinoza@hotmail.com,8266 Valley Farms Road ,Mount Vernon,NY,10550
,Conchita,Boone,,conchita.boone@gmail.com,814 Birchpond Lane ,Mount Vernon,NY,10550
,Aisha,Woods,,aisha.woods@gmail.com,9292 Bear Hill Ave. ,Webster,NY,14580
,Season,Harvey,,season.harvey@yahoo.com,388 Arnold Court ,East Northport,NY,11731
,Tommie,Cooley,(717) 634-4113,tommie.cooley@yahoo.com,92 Hickory St. ,Lancaster,NY,14086
,Alanna,Barry,,alanna.barry@yahoo.com,33 Laurel Avenue ,Euless,TX,76039
,Jerri,Guthrie,,jerri.guthrie@msn.com,95 Sugar Dr. ,Carmel,NY,10512
,Tammy,Austin,,tammy.austin@yahoo.com,182 Stillwater Ave. ,Lake Jackson,TX,77566
,Patsy,Russo,,patsy.russo@gmail.com,8438 Fairway Avenue ,Rowlett,TX,75088
,Desiree,Branch,,desiree.branch@msn.com,67 Bayport Drive ,San Lorenzo,CA,94580
,Raeann,Duncan,(657) 256-2008,raeann.duncan@aol.com,126 Edgewood St. ,Anaheim,CA,92806
,Lillia,Gillespie,,lillia.gillespie@hotmail.com,382 Cardinal Dr. ,Rego Park,NY,11374
,Doris,Kaufman,,doris.kaufman@gmail.com,69 Fairground Dr. ,Duarte,CA,91010
,Rodolfo,Buck,,rodolfo.buck@gmail.com,8359 Brewery Street ,Shirley,NY,11967
,Olimpia,Mays,,olimpia.mays@aol.com,42 Nichols Lane ,Oakland Gardens,NY,11364
,Shemeka,Lyons,,shemeka.lyons@msn.com,97 South Jockey Hollow St. ,Pomona,CA,91768
,Maryalice,Henry,,maryalice.henry@msn.com,85 Prince Street ,Richardson,TX,75080
,Leeanne,Cross,,leeanne.cross@yahoo.com,424 Newcastle Road ,Bayside,NY,11361
,Lanelle,Guerra,,lanelle.guerra@yahoo.com,989 Wrangler St. ,Floral Park,NY,11001
,Dann,Huff,,dann.huff@gmail.com,475 S. Rockville St. ,Huntington Station,NY,11746
,Sherise,Mercer,,sherise.mercer@gmail.com,9401 Catherine Dr. ,Vista,CA,92083
,Heather,Perry,,heather.perry@gmail.com,982 Durham Street ,Sunnyside,NY,11104
,Theresia,Barron,,theresia.barron@aol.com,951 Wild Rose Street ,Forest Hills,NY,11375
,Cindi,Ellis,,cindi.ellis@yahoo.com,6 Cypress Lane ,Floral Park,NY,11001
,Mirella,Duffy,,mirella.duffy@yahoo.com,43 University Ave. ,Longview,TX,75604
,Carson,Macias,,carson.macias@gmail.com,7 Pennington St. ,New Rochelle,NY,10801
,Divina,Madden,(562) 264-3998,divina.madden@gmail.com,7314 Armstrong St. ,Long Beach,NY,11561
,Cher,Alston,,cher.alston@msn.com,38 Wild Horse Road ,Wantagh,NY,11793
,Regine,Odom,,regine.odom@msn.com,684 N. Mayfield Ave. ,Franklin Square,NY,11010
,Adam,Thornton,,adam.thornton@hotmail.com,755 East Henry Lane ,Central Islip,NY,11722
,Cori,Schwartz,,cori.schwartz@msn.com,43 Lancaster Lane ,Jamaica,NY,11432
,Willow,Gardner,,willow.gardner@gmail.com,57 S. Lakewood Dr. ,Pleasanton,CA,94566
,Jane,Henderson,,jane.henderson@hotmail.com,46 Carson Drive ,Apple Valley,CA,92307
,Chere,Mcfadden,,chere.mcfadden@yahoo.com,695 San Pablo Drive ,Orchard Park,NY,14127
,Ira,Erickson,,ira.erickson@aol.com,6 Lake Forest St. ,Port Jefferson Station,NY,11776
,Risa,Gallagher,,risa.gallagher@yahoo.com,8281 Edgefield Drive ,Rocklin,CA,95677
,Lavinia,Cotton,,lavinia.cotton@yahoo.com,7485 Bridle Street ,East Northport,NY,11731
,Alejandrina,Hodges,,alejandrina.hodges@msn.com,7598 Shadow Brook St. ,Deer Park,NY,11729
,Keitha,Black,,keitha.black@yahoo.com,7670 Hilldale Ave. ,Lindenhurst,NY,11757
,Corene,Swanson,,corene.swanson@aol.com,597 Lakeshore Lane ,Rego Park,NY,11374
,Tonda,Webb,,tonda.webb@yahoo.com,53 SW. Edgemont Rd. ,Baldwinsville,NY,13027
,Collen,Dennis,,collen.dennis@gmail.com,284 E. Mill Street ,San Pablo,CA,94806
,Treasa,Dickerson,,treasa.dickerson@hotmail.com,70 W. Creekside Road ,Rockville Centre,NY,11570
,Jewell,Reyes,,jewell.reyes@hotmail.com,8711 Glen Creek Drive ,Jackson Heights,NY,11372
,Penny,Acevedo,,penny.acevedo@yahoo.com,318 Mulberry Drive ,Ballston Spa,NY,12020
,Louise,Flowers,,louise.flowers@yahoo.com,28 N. Gregory Court ,Depew,NY,14043
,Henrietta,Wagner,(682) 143-2224,henrietta.wagner@hotmail.com,54 Brickyard St. ,Fort Worth,TX,76110
,Ardelia,Cooley,,ardelia.cooley@aol.com,59 Henry Smith St. ,Canyon Country,CA,91387
,Khalilah,Robertson,,khalilah.robertson@aol.com,22 Longbranch Rd. ,Spring Valley,NY,10977
,Armando,Black,,armando.black@gmail.com,8611 N. Poor House St. ,Richardson,TX,75080
,Jerri,Henry,,jerri.henry@msn.com,141 N. Purple Finch Avenue ,Spring Valley,NY,10977
,Lynda,Newman,,lynda.newman@msn.com,44 SW. Thomas Ave. ,Saratoga Springs,NY,12866
,Bao,Wade,,bao.wade@gmail.com,7587 Church St. ,Desoto,TX,75115
,Gussie,Harding,,gussie.harding@gmail.com,41 Edgefield Avenue ,Deer Park,NY,11729
,Shirely,Cantrell,,shirely.cantrell@aol.com,6 Kent Street ,West Hempstead,NY,11552
,Caroline,Jenkins,,caroline.jenkins@msn.com,86 River Lane ,Richardson,TX,75080
,Hollis,Rasmussen,,hollis.rasmussen@yahoo.com,8949 S. Gates Road ,Massapequa,NY,11758
